name,cuisines,avg_cost_for_two,has_online_delivery,has_table_booking,price_range,aggregate_rating,rating_text,votes,city,locality,latitude,longitude,currency,price_label,primary_cuisine,rating_cat,delivery_label
Pind Balluchi,"North Indian, Mughlai",1000,1,0,3,2.7,Average,7,Gurgaon,Udyog Vihar,28.4991161000,77.0881590000,Rs.,Premium,North Indian,Poor,Has Delivery
Cigar Lounge - The Oberoi,Finger Food,3000,0,0,4,3.2,Average,17,Gurgaon,"The Oberoi, Udyog Vihar",28.5022869000,77.0867995000,Rs.,Luxury,Finger Food,Average,No Delivery
My Plate,North Indian,200,0,0,1,3.1,Average,6,Gurgaon,Udyog Vihar,28.5130313000,77.0862150000,Rs.,Budget,North Indian,Average,No Delivery
Nuterro,"Healthy Food, Continental, Juices, Beverages, Italian, Salad, Lebanese",600,1,0,2,4.0,Very Good,101,Gurgaon,Sushant Lok,28.4708726000,77.0751988000,Rs.,Moderate,Healthy Food,Very Good,Has Delivery
Mitraao,North Indian,650,1,0,2,3.4,Average,117,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",28.4609950000,77.0796953000,Rs.,Moderate,North Indian,Average,Has Delivery
FoodZilla,"Chinese, Assamese",700,1,0,2,3.3,Average,153,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4603512000,77.0841917000,Rs.,Moderate,Chinese,Average,Has Delivery
Me Kong Bowl,Asian,700,1,0,2,4.0,Very Good,27,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",28.4607260000,77.0796953000,Rs.,Moderate,Asian,Very Good,Has Delivery
The Millionaire Express,Continental,400,1,0,1,4.0,Very Good,53,Gurgaon,Sushant Lok,28.4600340000,77.0793110000,Rs.,Budget,Continental,Very Good,Has Delivery
Pizza Hut,"Italian, Pizza, Fast Food",1000,1,0,3,2.8,Average,80,Gurgaon,Sushant Lok,28.4684058000,77.0746189000,Rs.,Premium,Italian,Poor,Has Delivery
Curry 'n' Phulka,"North Indian, Chinese",400,1,0,1,2.4,Poor,83,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4607562000,77.0837421000,Rs.,Budget,North Indian,Poor,Has Delivery
Shamji Snacks,"Mithai, Street Food, South Indian, Chinese, North Indian",400,0,0,1,2.7,Average,83,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4602296000,77.0843266000,Rs.,Budget,Mithai,Poor,No Delivery
Wrapchick,"North Indian, Mughlai",650,1,0,2,3.9,Good,67,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",28.4608794000,77.0794255000,Rs.,Moderate,North Indian,Good,Has Delivery
Burgzz Bee,"Burger, Fast Food",250,1,0,1,3.6,Good,60,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4599348000,77.0840568000,Rs.,Budget,Burger,Good,Has Delivery
Bakers Oven,"Bakery, Desserts",600,1,0,2,3.6,Good,69,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4606752000,77.0838320000,Rs.,Moderate,Bakery,Good,Has Delivery
Sandburg Shakes,"Cafe, Pizza, Burger",750,1,0,2,4.0,Very Good,34,Gurgaon,Sushant Lok,28.4608200000,77.0790030000,Rs.,Moderate,Cafe,Very Good,Has Delivery
Alwar Sweets,"Mithai, Street Food",200,0,0,1,3.5,Good,66,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4603598000,77.0842816000,Rs.,Budget,Mithai,Good,No Delivery
Kathi Junction,Fast Food,400,1,0,1,3.0,Average,89,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4606579000,77.0836521000,Rs.,Budget,Fast Food,Average,Has Delivery
Dilli Darbar,"North Indian, Mughlai, Chinese",550,1,0,2,3.7,Good,52,Gurgaon,Sushant Lok,28.4602529000,77.0843946000,Rs.,Moderate,North Indian,Good,Has Delivery
Fu.D,"Cafe, Fast Food",250,1,0,1,3.7,Good,58,Gurgaon,Sushant Lok,28.4647809000,77.0789759000,Rs.,Budget,Cafe,Good,Has Delivery
Café Burger BC,Fast Food,300,1,0,1,3.7,Good,65,Gurgaon,Sushant Lok,28.4504791000,77.0794255000,Rs.,Budget,Fast Food,Good,Has Delivery
Iroha,"Bakery, Fast Food",400,0,0,1,3.7,Good,63,Gurgaon,"Vyapar Kendra, Sushant Lok",28.4599872000,77.0832025000,Rs.,Budget,Bakery,Good,No Delivery
PomoDoro Bistro,"Italian, Fast Food",700,1,0,2,3.4,Average,67,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",28.4610705000,77.0790916000,Rs.,Moderate,Italian,Average,Has Delivery
The Punjab Kitchen,North Indian,350,1,0,1,3.9,Good,37,Gurgaon,Sector 56,28.4136650000,77.1128860000,Rs.,Budget,North Indian,Good,Has Delivery
Midnight Hunger,"Continental, North Indian",400,0,0,1,3.8,Good,46,Gurgaon,Sector 56,0.0000000000,0.0000000000,Rs.,Budget,Continental,Good,No Delivery
The Food Store - DoubleTree by Hilton,"European, Italian",3000,0,1,4,3.6,Good,58,Gurgaon,"DoubleTree by Hilton, Sector 56",28.4221468000,77.1046930000,Rs.,Luxury,European,Good,No Delivery
Chawla's²,"North Indian, Mughlai, Chinese",800,0,0,2,2.2,Poor,66,Gurgaon,Sector 56,28.4300310000,77.0921967000,Rs.,Moderate,North Indian,Poor,No Delivery
Kwality,"Chinese, Mughlai, North Indian",650,0,0,2,2.4,Poor,52,Gurgaon,Sector 56,28.4251185000,77.0992084000,Rs.,Moderate,Chinese,Poor,No Delivery
Dimsum Democracy,Chinese,500,0,0,2,3.6,Good,47,Gurgaon,Sector 56,28.4284648642,77.1000937745,Rs.,Moderate,Chinese,Good,No Delivery
Spiritual Bar & Lounge-DoubleTree by Hilton,"Pizza, Italian",2000,0,1,4,3.4,Average,52,Gurgaon,"DoubleTree by Hilton, Sector 56",28.4221468000,77.1046930000,Rs.,Luxury,Pizza,Average,No Delivery
Too Maach,"Bengali, North Indian",800,1,0,2,3.5,Good,46,Gurgaon,Sector 56,28.4286826000,77.1000307000,Rs.,Moderate,Bengali,Good,Has Delivery
Mughlai Treat,"North Indian, Mughlai",500,0,0,2,3.2,Average,48,Gurgaon,Sector 56,28.4214140000,77.1017259000,Rs.,Moderate,North Indian,Average,No Delivery
Sai-Yo!,"North Indian, Chinese",650,1,0,2,3.1,Average,37,Gurgaon,Sector 56,28.4283926000,77.1001525000,Rs.,Moderate,North Indian,Average,Has Delivery
Chy - Na Express,Chinese,400,1,0,1,2.2,Poor,46,Gurgaon,Sector 56,28.4249219000,77.0990285000,Rs.,Budget,Chinese,Poor,Has Delivery
Pure Bliss,"North Indian, Chinese",500,0,0,2,3.0,Average,33,Gurgaon,Sector 56,28.4289413341,77.0999274775,Rs.,Moderate,North Indian,Average,No Delivery
Bunny Burgers,"Fast Food, Burger",400,1,0,1,3.3,Average,15,Gurgaon,Sector 56,28.4251591000,77.0991634000,Rs.,Budget,Fast Food,Average,Has Delivery
The Blaze,"North Indian, Chinese",750,0,1,2,2.9,Average,8,Gurgaon,Sector 56,28.4180994000,77.0961512000,Rs.,Moderate,North Indian,Poor,No Delivery
Curry Haus,North Indian,600,1,0,2,3.1,Average,4,Gurgaon,Sector 56,28.4207660000,77.0938940000,Rs.,Moderate,North Indian,Average,Has Delivery
FatPlates,North Indian,600,0,0,2,3.0,Average,18,Gurgaon,Sector 56,28.4211708000,77.1018657000,Rs.,Moderate,North Indian,Average,No Delivery
Earthen Spices,"North Indian, Mughlai, Chinese",600,0,0,2,2.7,Average,20,Gurgaon,Sector 56,28.4213907000,77.1019507000,Rs.,Moderate,North Indian,Poor,No Delivery
Food4U!,"North Indian, Chinese, Street Food",600,1,0,2,3.2,Average,18,Gurgaon,Sector 56,28.4362232000,77.1362757000,Rs.,Moderate,North Indian,Average,Has Delivery
Blossoms 4 U,"Bakery, Desserts",300,1,0,1,3.0,Average,6,Gurgaon,Sector 56,28.4241090000,77.1105960000,Rs.,Budget,Bakery,Average,Has Delivery
Great Desserts Company,"Bakery, Desserts",300,0,0,1,3.3,Average,14,Gurgaon,Sector 56,28.4273124000,77.0982526000,Rs.,Budget,Bakery,Average,No Delivery
Rocketchefs,"Pizza, Desserts",500,1,0,2,3.1,Average,4,Gurgaon,Ardee City,28.4423933000,77.0855313000,Rs.,Moderate,Pizza,Average,Has Delivery
The Fresh Chicken Store,"Raw Meats, Fast Food",350,0,0,1,2.9,Average,4,Gurgaon,Ardee City,28.4418793000,77.0757671000,Rs.,Budget,Raw Meats,Poor,No Delivery
Nite Bites,"North Indian, Chinese, Continental",650,1,0,2,3.7,Good,427,Gurgaon,Sector 45,28.4471752000,77.0724033000,Rs.,Moderate,North Indian,Good,Has Delivery
Brother's Snacks and Shakes,Fast Food,300,1,0,1,3.2,Average,12,Gurgaon,Sector 57,28.4297813000,77.0804620000,Rs.,Budget,Fast Food,Average,Has Delivery
Shawarma House,Lebanese,500,1,0,2,3.4,Average,225,Gurgaon,"Central Plaza Mall, Golf Course Road",28.4426964000,77.1010965000,Rs.,Moderate,Lebanese,Average,Has Delivery
Daawat-e-Kashmir,"Kashmiri, Mughlai",1200,1,0,3,4.2,Very Good,146,Gurgaon,Golf Course Road,28.4247729000,77.1096380000,Rs.,Premium,Kashmiri,Very Good,Has Delivery
Nashta,"Healthy Food, Continental",700,0,0,2,3.7,Good,224,Gurgaon,Golf Course Road,28.4412970000,77.1025600000,Rs.,Moderate,Healthy Food,Good,No Delivery
Midnight Cravings Beyond Control,"North Indian, Mughlai, Chinese",800,1,0,2,3.3,Average,336,Gurgaon,Golf Course Road,28.4369224000,77.0975132000,Rs.,Moderate,North Indian,Average,Has Delivery
The Mad Teapot/The Wishing Chair,"Cafe, Italian, Bakery",1000,0,1,3,4.4,Very Good,83,Gurgaon,"DLF South Point Mall, Golf Course Road",28.4476522000,77.0994781000,Rs.,Premium,Cafe,Very Good,No Delivery
Wangchuk's Ladakhi Kitchen,"Tibetan, Nepalese",850,1,0,2,3.6,Good,241,Gurgaon,Golf Course Road,28.4663219000,77.0940831000,Rs.,Moderate,Tibetan,Good,Has Delivery
Bikanervala,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",600,1,0,2,3.4,Average,178,Gurgaon,"Suncity Business Tower, Golf Course Road",28.4335066000,77.1053224000,Rs.,Moderate,North Indian,Average,Has Delivery
The Hangout by 1861,"Continental, American, Italian",1600,1,1,3,4.0,Very Good,192,Gurgaon,"DLF South Point Mall, Golf Course Road",28.4477333000,77.0993882000,Rs.,Premium,Continental,Very Good,Has Delivery
Caffe Tonino,"Italian, Pizza, Cafe",1400,1,0,3,3.8,Good,101,Gurgaon,"One Horizon Center, Golf Course Road",28.4511301000,77.0974101000,Rs.,Premium,Italian,Good,Has Delivery
Soul & Spice Co.,"North Indian, Street Food, Beverages",1000,1,1,3,3.8,Good,120,Gurgaon,"DLF South Point Mall, Golf Course Road",28.4480660000,77.0991184000,Rs.,Premium,North Indian,Good,Has Delivery
PizzaVito,"Italian, Pizza, Lebanese",900,1,1,2,3.3,Average,218,Gurgaon,"Central Plaza Mall, Golf Course Road",28.4431102000,77.1007369000,Rs.,Moderate,Italian,Average,Has Delivery
Bhai Ji Foods,"North Indian, Chinese",400,1,0,1,3.3,Average,165,Gurgaon,Golf Course Road,28.4543812000,77.0971853000,Rs.,Budget,North Indian,Average,Has Delivery
Kuuraku,Japanese,1250,0,1,3,3.9,Good,106,Gurgaon,"Global Foyer Mall, Golf Course Road",28.4604087000,77.0946989000,Rs.,Premium,Japanese,Good,No Delivery
Baba's,"North Indian, Mughlai",900,1,0,2,3.6,Good,110,Gurgaon,Golf Course Road,28.4340180000,77.1042012000,Rs.,Moderate,North Indian,Good,Has Delivery
Nooba,Chinese,1500,0,0,3,3.6,Good,148,Gurgaon,Golf Course Road,28.4461485000,77.0987588000,Rs.,Premium,Chinese,Good,No Delivery
Asian Bistro,"Chinese, Thai, North Indian, Japanese",1600,1,1,3,3.8,Good,184,Gurgaon,"Central Plaza Mall, Golf Course Road",28.4429395000,77.1008268000,Rs.,Premium,Chinese,Good,Has Delivery
IZU,"Japanese, Sushi",1100,1,1,3,3.4,Average,129,Gurgaon,"DLF South Point Mall, Golf Course Road",28.4481471000,77.0990285000,Rs.,Premium,Japanese,Average,Has Delivery
India on my Plate - Fortune Select Excalibur,"North Indian, Mughlai",2000,0,1,4,4.0,Very Good,111,Gurgaon,"Fortune Select Excalibur, Sohna Road",28.4164952000,77.0411995000,Rs.,Luxury,North Indian,Very Good,No Delivery
Burger Singh,"Burger, Fast Food",500,1,0,2,3.4,Average,190,Gurgaon,Sohna Road,28.4244784725,77.0389072224,Rs.,Moderate,Burger,Average,Has Delivery
The Brewhouse,Continental,2500,0,1,4,4.1,Very Good,56,Gurgaon,Sohna Road,28.4159388508,77.0417898321,Rs.,Luxury,Continental,Very Good,No Delivery
FOA - The Flavours of Arabia,"Lebanese, North Indian",1500,1,1,3,3.4,Average,165,Gurgaon,"Ninex City Mart Mall, Sohna Road",28.4167026000,77.0413756000,Rs.,Premium,Lebanese,Average,Has Delivery
Sagar Ratna,"South Indian, North Indian, Chinese",600,1,0,2,2.5,Average,188,Gurgaon,Sohna Road,28.4209297000,77.0383658000,Rs.,Moderate,South Indian,Poor,Has Delivery
Dunkin' Donuts,"Burger, Desserts, Fast Food",600,1,0,2,3.4,Average,138,Gurgaon,Sohna Road,28.4249125000,77.0392204000,Rs.,Moderate,Burger,Average,Has Delivery
Doughlicious,"Bakery, Desserts, Fast Food",550,1,0,2,3.3,Average,175,Gurgaon,Sohna Road,28.4064865000,77.0447626000,Rs.,Moderate,Bakery,Average,Has Delivery
FreshMenu,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,1,0,2,3.9,Good,101,Gurgaon,Sohna Road,28.4150660000,77.0410710000,Rs.,Moderate,Italian,Good,Has Delivery
Pizza Hut Delivery,"Italian, Pizza, Fast Food",800,1,0,2,2.2,Poor,93,Gurgaon,"Omaxe Celebration Mall, Sohna Road, Gurgaon",28.4109555000,77.0432685000,Rs.,Moderate,Italian,Poor,Has Delivery
Hong Kong Express,"Chinese, Thai",700,1,0,2,3.2,Average,100,Gurgaon,"Raheja Mall, Sohna Road",28.4234228000,77.0395802000,Rs.,Moderate,Chinese,Average,Has Delivery
The Spice Room,"North Indian, Chinese",1350,1,1,3,3.4,Average,155,Gurgaon,Sohna Road,28.4062140000,77.0452475000,Rs.,Premium,North Indian,Average,Has Delivery
Cafe Maple Street,"Cafe, Bakery, Desserts",500,1,0,2,3.5,Good,84,Gurgaon,Sohna Road,28.4058584000,77.0443479000,Rs.,Moderate,Cafe,Good,Has Delivery
Hot Cherries,Bakery,400,0,0,1,3.6,Good,84,Gurgaon,Omaxe Gurgaon Mall,28.4106951000,77.0433584000,Rs.,Budget,Bakery,Good,No Delivery
The Golden Dragon,"Chinese, Seafood, Japanese",1500,1,1,3,2.6,Average,83,Gurgaon,Sohna Road,28.4201195000,77.0406597000,Rs.,Premium,Chinese,Poor,Has Delivery
The Living Room - The Westin Sohna Resort & Spa,Continental,3000,0,0,4,3.7,Good,45,Gurgaon,"The Westin Sohna Resort & Spa, Sohna Road",28.2393668000,77.1427506000,Rs.,Luxury,Continental,Good,No Delivery
Nukkadwala,"Fast Food, Street Food",300,1,0,1,3.4,Average,41,Gurgaon,"JMD Megapolis Mall, Sohna Road",28.4199850000,77.0381870000,Rs.,Budget,Fast Food,Average,Has Delivery
PKay,"North Indian, Continental",1600,0,1,3,3.7,Good,28,Gurgaon,Sohna Road,28.4133766000,77.0432685000,Rs.,Premium,North Indian,Good,No Delivery
Flying Tuk Tuk,Asian,1100,0,1,3,3.9,Good,28,Gurgaon,Sohna Road,28.4069177000,77.0413794000,Rs.,Premium,Asian,Good,No Delivery
Giani's,"Ice Cream, Desserts",400,0,0,1,3.1,Average,24,Gurgaon,Palam Vihar,28.5150103000,77.0347314000,Rs.,Budget,Ice Cream,Average,No Delivery
Burger Bites & More,"Fast Food, Chinese",450,0,0,1,2.9,Average,19,Gurgaon,Palam Vihar,28.4939088000,77.0203837000,Rs.,Budget,Fast Food,Poor,No Delivery
Chawla Bakers,"Bakery, Street Food",200,0,0,1,3.2,Average,18,Gurgaon,Palam Vihar,28.5029470000,77.0304040000,Rs.,Budget,Bakery,Average,No Delivery
Shree Bikaner Misthan Bhandar,"Mithai, Street Food, Chinese",300,0,0,1,3.0,Average,4,Gurgaon,Palam Vihar,28.5029296000,77.0302241000,Rs.,Budget,Mithai,Average,No Delivery
Desserts 83,Desserts,200,0,0,1,3.2,Average,10,Gurgaon,Palam Vihar,28.5216917000,77.0436219000,Rs.,Budget,Desserts,Average,No Delivery
Swad On Grill,"Continental, Chinese, North Indian, Mughlai",400,0,0,1,3.1,Average,17,Gurgaon,Palam Vihar,28.5125468000,77.0379020000,Rs.,Budget,Continental,Average,No Delivery
Café Gramophone,"Cafe, Fast Food",700,0,0,2,3.2,Average,15,Gurgaon,Palam Vihar,28.4968450000,77.0210472000,Rs.,Moderate,Cafe,Average,No Delivery
Sangam Sweets,"Street Food, Mithai, South Indian, North Indian, Chinese",250,1,0,1,2.5,Average,9,Gurgaon,Palam Vihar,28.5176801000,77.0373642000,Rs.,Budget,Street Food,Poor,Has Delivery
Shree Shyam Rasoi,North Indian,350,0,0,1,3.1,Average,12,Gurgaon,Palam Vihar,28.5034359000,77.0336712000,Rs.,Budget,North Indian,Average,No Delivery
Sona Chinese,Chinese,400,0,0,1,2.8,Average,14,Gurgaon,"Vyapar Kendra, Palam Vihar",28.5090845000,77.0308539000,Rs.,Budget,Chinese,Poor,No Delivery
The Pastry Hut,"Bakery, Desserts",150,1,0,1,2.9,Average,13,Gurgaon,"Vyapar Kendra, Palam Vihar",28.5088678000,77.0313937000,Rs.,Budget,Bakery,Poor,Has Delivery
3H Kitchen,"North Indian, Chinese",600,0,0,2,2.9,Average,15,Gurgaon,"Vyapar Kendra, Palam Vihar",28.5088255000,77.0310152000,Rs.,Moderate,North Indian,Poor,No Delivery
Ramchandra Chinese Food,"Chinese, Fast Food",250,1,0,1,2.7,Average,10,Gurgaon,"Vyapar Kendra, Palam Vihar",28.5085640000,77.0309826000,Rs.,Budget,Chinese,Poor,Has Delivery
Bikaner Sweets & Restaurant,"Street Food, North Indian, Mithai",350,0,0,1,3.1,Average,9,Gurgaon,Palam Vihar,28.5145359000,77.0352809000,Rs.,Budget,Street Food,Average,No Delivery
Hangover,"North Indian, Chinese",800,0,1,2,2.7,Average,11,Gurgaon,Palam Vihar,28.4865257000,77.0199219000,Rs.,Moderate,North Indian,Poor,No Delivery
Cakes & More,Bakery,250,0,0,1,3.0,Average,4,Gurgaon,"Ansal Plaza Mall, Palam Vihar",28.5114162000,77.0420091000,Rs.,Budget,Bakery,Average,No Delivery
The Pepper's,"North Indian, Mughlai, Chinese",250,0,0,1,3.0,Average,5,Gurgaon,Palam Vihar,28.5119564000,77.0394717000,Rs.,Budget,North Indian,Average,No Delivery
Baskin Robbins,Ice Cream,300,0,0,1,3.1,Average,14,Gurgaon,Palam Vihar,28.5125527000,77.0378999000,Rs.,Budget,Ice Cream,Average,No Delivery
Yo! Dimsum,Chinese,200,0,0,1,3.0,Average,10,Gurgaon,"Ansal Plaza Mall, Palam Vihar",28.5115059000,77.0420091000,Rs.,Budget,Chinese,Average,No Delivery
Crust N Cakes,Bakery,550,1,0,2,3.2,Average,6,Gurgaon,Palam Vihar,28.5037904000,77.0362376000,Rs.,Moderate,Bakery,Average,Has Delivery
56 Ristorante Italiano,Italian,2200,1,1,4,3.7,Good,416,Gurgaon,Golf Course Road,28.4400925000,77.1019957000,Rs.,Luxury,Italian,Good,Has Delivery
Dudleys,"American, Continental, Burger",1000,1,0,3,4.6,Excellent,150,Gurgaon,Golf Course Road,28.4411230000,77.1021080000,Rs.,Premium,American,Excellent,Has Delivery
BBQ Factory,North Indian,1400,1,1,3,3.9,Good,146,Gurgaon,"Central Plaza Mall, Golf Course Road",28.4427170000,77.1009883000,Rs.,Premium,North Indian,Good,Has Delivery
La Pino'z Pizza,"Pizza, Mexican, Chinese, Italian",1000,1,1,3,4.0,Very Good,259,Gurgaon,Golf Course Road,28.4384903295,77.1028829366,Rs.,Premium,Pizza,Very Good,Has Delivery
Takamaka,"North Indian, Continental, Italian",1700,0,1,3,3.9,Good,67,Gurgaon,Golf Course Road,28.4451163000,77.1015446000,Rs.,Premium,North Indian,Good,No Delivery
Zizo,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,1,1,3,3.9,Good,233,Gurgaon,Sector 54,28.4454847000,77.1011865000,Rs.,Premium,Lebanese,Good,Has Delivery
Cake Desire,Bakery,400,0,0,1,3.0,Average,4,Gurgaon,Sector 22,28.5029596000,77.0644469000,Rs.,Budget,Bakery,Average,No Delivery
Orange Chopsticks,"Chinese, Thai, Asian",1300,1,1,3,3.5,Good,200,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5095420434,77.0714434236,Rs.,Premium,Chinese,Good,Has Delivery
Gallery Café - Hyatt Place,Cafe,1500,0,1,3,3.8,Good,73,Gurgaon,Hyatt Place Gurgaon,28.5008981000,77.0659480000,Rs.,Premium,Cafe,Good,No Delivery
Game n Grillz,"North Indian, Chinese, Fast Food",850,0,1,2,3.6,Good,169,Gurgaon,Sector 23,28.5046578000,77.0518850000,Rs.,Moderate,North Indian,Good,No Delivery
Eggers Madhouse,Fast Food,500,1,0,2,3.7,Good,51,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5096721000,77.0713316000,Rs.,Moderate,Fast Food,Good,Has Delivery
Pizzoccheri,"Fast Food, Pizza",800,0,1,2,3.6,Good,76,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5095476412,77.0713579282,Rs.,Moderate,Fast Food,Good,No Delivery
Hamoni Red: Play Cafe,Cafe,900,0,0,2,3.9,Good,25,Gurgaon,Sector 23,28.5006420000,77.0537818000,Rs.,Moderate,Cafe,Good,No Delivery
Cafe Friends,"Cafe, Fast Food, Street Food",600,0,0,2,3.2,Average,31,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5095992000,77.0712658000,Rs.,Moderate,Cafe,Average,No Delivery
Chai Point,"Tea, Fast Food",200,1,0,1,2.4,Poor,49,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5099843000,77.0717813000,Rs.,Budget,Tea,Poor,Has Delivery
Cafeast,"North Indian, Chinese",500,0,0,2,3.0,Average,6,Gurgaon,Sector 39,28.4444787975,77.0397588238,Rs.,Moderate,North Indian,Average,No Delivery
Yomo-Your Only Momo Outlet,Fast Food,150,0,0,1,3.0,Average,5,Gurgaon,Sector 39,28.4532142832,77.0496380702,Rs.,Budget,Fast Food,Average,No Delivery
Pant  Ice Cream Parlour,"Desserts, Ice Cream",150,0,0,1,3.3,Average,16,New Delhi,Alaknanda,28.5257239701,77.2540197149,Rs.,Budget,Desserts,Average,No Delivery
Lazeez Restaurant,"Chinese, North Indian, Italian, Mughlai",600,1,0,2,3.0,Average,11,New Delhi,Alaknanda,28.5256646000,77.2545694000,Rs.,Moderate,Chinese,Average,Has Delivery
Mumbai Central Street Food,"Street Food, Fast Food, Beverages",400,0,0,1,3.1,Average,7,New Delhi,Alaknanda,28.5277426701,77.2478023544,Rs.,Budget,Street Food,Average,No Delivery
Chandra Sweets,"Mithai, North Indian, South Indian, Street Food",400,0,0,1,3.0,Average,7,New Delhi,Alaknanda,28.5255719000,77.2540557000,Rs.,Budget,Mithai,Average,No Delivery
Chhotu Mashhoor Kathi Roll,Fast Food,150,0,0,1,2.7,Average,11,New Delhi,Alaknanda,28.5256924506,77.2541122511,Rs.,Budget,Fast Food,Poor,No Delivery
Aggarwal's Sweets Paradise,"Mithai, North Indian, South Indian, Street Food",400,0,0,1,2.9,Average,8,New Delhi,Alaknanda,28.5249742752,77.2542078048,Rs.,Budget,Mithai,Poor,No Delivery
Sartaj Food Corner,"North Indian, South Indian, Chinese",500,1,0,2,2.8,Average,7,New Delhi,Alaknanda,28.5258419000,77.2540755000,Rs.,Moderate,North Indian,Poor,Has Delivery
Yeti - The Himalayan Kitchen,"Tibetan, Nepalese",1300,0,0,3,3.7,Good,807,New Delhi,Greater Kailash (GK) 2,28.5335584000,77.2420330000,Rs.,Premium,Tibetan,Good,No Delivery
Culinaire,"Chinese, Thai",1000,1,0,3,3.8,Good,843,New Delhi,Greater Kailash (GK) 2,28.5306722000,77.2456868000,Rs.,Premium,Chinese,Good,Has Delivery
China Garden,Chinese,1800,0,1,3,3.8,Good,663,New Delhi,Greater Kailash (GK) 2,28.5328167000,77.2431781000,Rs.,Premium,Chinese,Good,No Delivery
Chocolateria San Churro,"Bakery, Desserts, Fast Food",1000,1,1,3,3.8,Good,594,New Delhi,Greater Kailash (GK) 2,28.5345364000,77.2436699000,Rs.,Premium,Bakery,Good,Has Delivery
Cafè Befikre,"Chinese, Continental",600,1,0,2,3.8,Good,80,New Delhi,Satyaniketan,28.5900000000,77.1700000000,Rs.,Moderate,Chinese,Good,Has Delivery
Canteen Till I Die,"Cafe, Fast Food",300,0,0,1,3.9,Good,91,New Delhi,Satyaniketan,28.5879083000,77.1684226000,Rs.,Budget,Cafe,Good,No Delivery
Kev's,Fast Food,100,0,0,1,3.9,Good,184,New Delhi,Satyaniketan,28.5885707000,77.1688007000,Rs.,Budget,Fast Food,Good,No Delivery
Madira,"Cafe, North Indian, Chinese",800,0,0,2,3.6,Good,67,New Delhi,Satyaniketan,28.5888870000,77.1689183000,Rs.,Moderate,Cafe,Good,No Delivery
Thikaana,"Cafe, Continental, Italian, Chinese",550,0,0,2,3.6,Good,83,New Delhi,Satyaniketan,28.5880523000,77.1677396000,Rs.,Moderate,Cafe,Good,No Delivery
